date,time,home_team,score,away_team,attendance,venue,home_goals,away_goals
1992-08-29,,Wattenscheid,1–2,Eint Frankfurt,,,1.0,2.0
1992-08-29,,Köln,2–2,Hamburger SV,,,2.0,2.0
1992-08-29,,Stuttgart,2–1,Karlsruher,,,2.0,1.0
1992-08-29,,Bayern Munich,3–1,Dresden,,,3.0,1.0
1992-08-29,,Saarbrücken,1–3,Schalke 04,,,1.0,3.0
1992-08-29,,Dortmund,1–0,Kaiserslautern,,,1.0,0.0
1992-08-29,,Werder Bremen,3–1,Bochum,,,3.0,1.0
,,,,,,,,
1992-09-01,,Eint Frankfurt,4–1,Dortmund,,,4.0,1.0
1992-09-01,,Schalke 04,0–0,Werder Bremen,,,0.0,0.0
1992-09-01,,Dresden,2–1,Wattenscheid,,,2.0,1.0
1992-09-01,,Kaiserslautern,0–0,M'Gladbach,,,0.0,0.0
1992-09-01,,Karlsruher,1–1,Nürnberg,,,1.0,1.0
1992-09-02,,Köln,1–3,Bayern Munich,,,1.0,3.0
1992-09-02,,Bochum,0–0,Stuttgart,,,0.0,0.0
1992-09-02,,Uerdingen,1–1,Saarbrücken,,,1.0,1.0
1992-09-02,,Hamburger SV,0–0,Leverkusen,,,0.0,0.0
,,,,,,,,
1992-09-04,,M'Gladbach,3–3,Eint Frankfurt,,,3.0,3.0
1992-09-04,,Dortmund,3–0,Dresden,,,3.0,0.0
1992-09-05,,Saarbrücken,2–0,Kaiserslautern,,,2.0,0.0
1992-09-05,,Leverkusen,5–1,Karlsruher,,,5.0,1.0
1992-09-05,,Werder Bremen,2–1,Uerdingen,,,2.0,1.0
1992-09-05,,Bayern Munich,4–0,Hamburger SV,,,4.0,0.0
1992-09-05,,Nürnberg,2–1,Bochum,,,2.0,1.0
1992-09-05,,Wattenscheid,4–2,Köln,,,4.0,2.0
1992-09-05,,Stuttgart,1–0,Schalke 04,,,1.0,0.0
,,,,,,,,
1992-09-18,,Hamburger SV,1–2,Karlsruher,,,1.0,2.0
1992-09-18,,Bochum,2–2,Leverkusen,,,2.0,2.0
1992-09-18,,Dresden,1–0,M'Gladbach,,,1.0,0.0
1992-09-19,,Köln,0–1,Dortmund,,,0.0,1.0
1992-09-19,,Uerdingen,3–3,Stuttgart,,,3.0,3.0
1992-09-19,,Schalke 04,0–0,Nürnberg,,,0.0,0.0
1992-09-19,,Kaiserslautern,3–1,Werder Bremen,,,3.0,1.0
1992-09-19,,Eint Frankfurt,1–1,Saarbrücken,,,1.0,1.0
1992-09-19,,Bayern Munich,1–1,Wattenscheid,,,1.0,1.0
,,,,,,,,
1992-09-25,,Dortmund,1–2,Bayern Munich,,,1.0,2.0
1992-09-25,,Saarbrücken,1–1,Dresden,,,1.0,1.0
1992-09-26,,Karlsruher,1–0,Bochum,,,1.0,0.0
1992-09-26,,Leverkusen,6–1,Schalke 04,,,6.0,1.0
1992-09-26,,M'Gladbach,1–2,Köln,,,1.0,2.0
1992-09-26,,Stuttgart,3–1,Kaiserslautern,,,3.0,1.0
1992-09-26,,Nürnberg,2–0,Uerdingen,,,2.0,0.0
1992-09-26,,Werder Bremen,0–0,Eint Frankfurt,,,0.0,0.0
1992-09-26,,Wattenscheid,2–2,Hamburger SV,,,2.0,2.0
,,,,,,,,
1992-10-02,,Uerdingen,2–1,Leverkusen,,,2.0,1.0
1992-10-02,,Hamburger SV,2–0,Bochum,,,2.0,0.0
1992-10-02,,Schalke 04,2–2,Karlsruher,,,2.0,2.0
1992-10-03,,Dresden,2–3,Werder Bremen,,,2.0,3.0
1992-10-03,,Kaiserslautern,2–0,Nürnberg,,,2.0,0.0
1992-10-03,,Köln,4–2,Saarbrücken,,,4.0,2.0
1992-10-03,,Wattenscheid,1–3,Dortmund,,,1.0,3.0
1992-10-03,,Bayern Munich,2–2,M'Gladbach,,,2.0,2.0
1992-10-04,,Eint Frankfurt,4–0,Stuttgart,,,4.0,0.0
,,,,,,,,
1992-10-16,,Karlsruher,4–0,Uerdingen,,,4.0,0.0
1992-10-16,,Bochum,0–1,Schalke 04,,,0.0,1.0
1992-10-16,,M'Gladbach,4–1,Wattenscheid,,,4.0,1.0
1992-10-17,,Nürnberg,1–2,Eint Frankfurt,,,1.0,2.0
1992-10-17,,Werder Bremen,2–0,Köln,,,2.0,0.0
1992-10-17,,Saarbrücken,1–1,Bayern Munich,,,1.0,1.0
1992-10-17,,Stuttgart,4–0,Dresden,,,4.0,0.0
1992-10-17,,Leverkusen,2–0,Kaiserslautern,,,2.0,0.0
1992-10-17,,Dortmund,3–1,Hamburger SV,,,3.0,1.0
,,,,,,,,
1992-10-23,,Hamburger SV,1–2,Schalke 04,,,1.0,2.0
1992-10-23,,Dresden,1–2,Nürnberg,,,1.0,2.0
1992-10-23,,Wattenscheid,3–1,Saarbrücken,,,3.0,1.0
1992-10-24,,Eint Frankfurt,2–2,Leverkusen,,,2.0,2.0
1992-10-24,,Bayern Munich,1–3,Werder Bremen,,,1.0,3.0
1992-10-24,,Dortmund,4–1,M'Gladbach,,,4.0,1.0
1992-10-24,,Köln,3–1,Stuttgart,,,3.0,1.0
1992-10-24,,Uerdingen,2–1,Bochum,,,2.0,1.0
1992-10-24,,Kaiserslautern,2–3,Karlsruher,,,2.0,3.0
,,,,,,,,
1992-10-27,,Eint Frankfurt,1–1,Bayern Munich,,,1.0,1.0
,,,,,,,,
1992-10-30,,Schalke 04,1–1,Uerdingen,,,1.0,1.0
1992-10-30,,Leverkusen,0–0,Dresden,,,0.0,0.0
1992-10-30,,Werder Bremen,3–0,Wattenscheid,,,3.0,0.0
1992-10-31,,Bochum,1–3,Kaiserslautern,,,1.0,3.0
1992-10-31,,Stuttgart,2–3,Bayern Munich,,,2.0,3.0
1992-10-31,,Saarbrücken,3–1,Dortmund,,,3.0,1.0
1992-10-31,,Nürnberg,2–1,Köln,,,2.0,1.0
1992-10-31,,M'Gladbach,0–0,Hamburger SV,,,0.0,0.0
1992-11-01,,Karlsruher,4–1,Eint Frankfurt,,,4.0,1.0
,,,,,,,,
1992-11-13,,Dortmund,2–2,Werder Bremen,,,2.0,2.0
1992-11-13,,Kaiserslautern,3–0,Schalke 04,,,3.0,0.0
1992-11-13,,Dresden,3–0,Karlsruher,,,3.0,0.0
1992-11-14,,Bayern Munich,1–0,Nürnberg,,,1.0,0.0
1992-11-14,,M'Gladbach,2–5,Saarbrücken,,,2.0,5.0
1992-11-14,,Hamburger SV,3–0,Uerdingen,,,3.0,0.0
1992-11-14,,Wattenscheid,0–0,Stuttgart,,,0.0,0.0
1992-11-14,,Köln,1–0,Leverkusen,,,1.0,0.0
1992-11-14,,Eint Frankfurt,4–1,Bochum,,,4.0,1.0
,,,,,,,,
1992-11-20,,Saarbrücken,0–3,Hamburger SV,,,0.0,3.0
1992-11-20,,Bochum,2–2,Dresden,,,2.0,2.0
1992-11-20,,Nürnberg,2–1,Wattenscheid,,,2.0,1.0
1992-11-21,,Werder Bremen,2–0,M'Gladbach,,,2.0,0.0
1992-11-21,,Uerdingen,0–5,Kaiserslautern,,,0.0,5.0
1992-11-21,,Karlsruher,3–1,Köln,,,3.0,1.0
1992-11-21,,Leverkusen,2–4,Bayern Munich,,,2.0,4.0
1992-11-21,,Schalke 04,0–0,Eint Frankfurt,,,0.0,0.0
1992-11-21,,Stuttgart,1–0,Dortmund,,,1.0,0.0
,,,,,,,,
1992-11-27,,Wattenscheid,1–3,Leverkusen,,,1.0,3.0
1992-11-27,,Dresden,1–0,Schalke 04,,,1.0,0.0
1992-11-27,,Werder Bremen,2–0,Saarbrücken,,,2.0,0.0
1992-11-28,,Kaiserslautern,2–2,Hamburger SV,,,2.0,2.0
1992-11-28,,Bayern Munich,3–3,Karlsruher,,,3.0,3.0
1992-11-28,,Köln,1–0,Bochum,,,1.0,0.0
1992-11-28,,Eint Frankfurt,1–0,Uerdingen,,,1.0,0.0
1992-11-28,,M'Gladbach,1–1,Stuttgart,,,1.0,1.0
1992-11-28,,Dortmund,4–2,Nürnberg,,,4.0,2.0
,,,,,,,,
1992-12-04,,Uerdingen,1–1,Dresden,,,1.0,1.0
1992-12-04,,Hamburger SV,0–0,Werder Bremen,,,0.0,0.0
1992-12-05,,Bochum,2–2,Bayern Munich,,,2.0,2.0
1992-12-05,,Leverkusen,3–3,Dortmund,,,3.0,3.0
1992-12-05,,Nürnberg,0–1,M'Gladbach,,,0.0,1.0
1992-12-05,,Stuttgart,2–2,Saarbrücken,,,2.0,2.0
1992-12-05,,Karlsruher,2–1,Wattenscheid,,,2.0,1.0
1992-12-05,,Kaiserslautern,0–2,Eint Frankfurt,,,0.0,2.0
1992-12-06,,Schalke 04,1–0,Köln,,,1.0,0.0
,,,,,,,,
1992-12-11,,Saarbrücken,0–1,Nürnberg,,,0.0,1.0
1992-12-11,,M'Gladbach,2–2,Leverkusen,,,2.0,2.0
1992-12-11,,Wattenscheid,2–0,Bochum,,,2.0,0.0
1992-12-12,,Dortmund,3–1,Karlsruher,,,3.0,1.0
1992-12-12,,Werder Bremen,1–1,Stuttgart,,,1.0,1.0
1992-12-12,,Köln,5–0,Uerdingen,,,5.0,0.0
1992-12-12,,Bayern Munich,1–1,Schalke 04,,,1.0,1.0
1992-12-12,,Dresden,1–3,Kaiserslautern,,,1.0,3.0
1992-12-12,,Eint Frankfurt,3–3,Hamburger SV,,,3.0,3.0
,,,,,,,,
1993-02-19,,Köln,0–3,Kaiserslautern,,,0.0,3.0
1993-02-19,,Werder Bremen,3–0,Nürnberg,,,3.0,0.0
1993-02-19,,Wattenscheid,0–0,Schalke 04,,,0.0,0.0
1993-02-20,,Dresden,0–2,Eint Frankfurt,,,0.0,2.0
1993-02-20,,Saarbrücken,3–1,Leverkusen,,,3.0,1.0
1993-02-20,,Dortmund,1–0,Bochum,,,1.0,0.0
1993-02-20,,Bayern Munich,2–0,Uerdingen,,,2.0,0.0
1993-02-20,,M'Gladbach,3–1,Karlsruher,,,3.0,1.0
1993-02-20,,Stuttgart,1–1,Hamburger SV,,,1.0,1.0
,,,,,,,,
1993-02-26,,Bochum,2–1,M'Gladbach,,,2.0,1.0
1993-02-27,,Nürnberg,3–2,Stuttgart,,,3.0,2.0
1993-02-27,,Schalke 04,0–0,Dortmund,,,0.0,0.0
1993-02-27,,Karlsruher,2–2,Saarbrücken,,,2.0,2.0
1993-02-27,,Eint Frankfurt,2–1,Köln,,,2.0,1.0
1993-02-27,,Leverkusen,2–2,Werder Bremen,,,2.0,2.0
1993-02-27,,Kaiserslautern,1–3,Bayern Munich,,,1.0,3.0
1993-02-27,,Uerdingen,1–1,Wattenscheid,,,1.0,1.0
1993-02-28,,Hamburger SV,1–1,Dresden,,,1.0,1.0
,,,,,,,,
1993-03-05,,Werder Bremen,3–0,Karlsruher,,,3.0,0.0
1993-03-05,,Nürnberg,1–0,Hamburger SV,,,1.0,0.0
1993-03-06,,Bayern Munich,1–0,Eint Frankfurt,,,1.0,0.0
1993-03-06,,Saarbrücken,1–1,Bochum,,,1.0,1.0
1993-03-06,,Dortmund,2–0,Uerdingen,,,2.0,0.0
1993-03-06,,Wattenscheid,1–0,Kaiserslautern,,,1.0,0.0
1993-03-06,,Stuttgart,0–3,Leverkusen,,,0.0,3.0
1993-03-06,,M'Gladbach,2–0,Schalke 04,,,2.0,0.0
1993-03-06,,Köln,3–1,Dresden,,,3.0,1.0
,,,,,,,,
1993-03-12,,Kaiserslautern,0–0,Dortmund,,,0.0,0.0
1993-03-12,,Schalke 04,2–2,Saarbrücken,,,2.0,2.0
1993-03-12,,Hamburger SV,3–0,Köln,,,3.0,0.0
1993-03-13,,Karlsruher,1–1,Stuttgart,,,1.0,1.0
1993-03-13,,Eint Frankfurt,4–1,Wattenscheid,,,4.0,1.0
1993-03-13,,Dresden,0–0,Bayern Munich,,,0.0,0.0
1993-03-13,,Leverkusen,2–1,Nürnberg,,,2.0,1.0
1993-03-13,,Uerdingen,1–3,M'Gladbach,,,1.0,3.0
1993-03-13,,Bochum,2–0,Werder Bremen,,,2.0,0.0
,,,,,,,,
1993-03-19,,Nürnberg,0–0,Karlsruher,,,0.0,0.0
1993-03-19,,Saarbrücken,3–3,Uerdingen,,,3.0,3.0
1993-03-19,,Wattenscheid,2–1,Dresden,,,2.0,1.0
1993-03-20,,Leverkusen,1–1,Hamburger SV,,,1.0,1.0
1993-03-20,,Stuttgart,4–1,Bochum,,,4.0,1.0
1993-03-20,,Bayern Munich,3–0,Köln,,,3.0,0.0
1993-03-20,,Werder Bremen,2–0,Schalke 04,,,2.0,0.0
1993-03-20,,M'Gladbach,2–2,Kaiserslautern,,,2.0,2.0
1993-03-21,,Dortmund,3–0,Eint Frankfurt,,,3.0,0.0
,,,,,,,,
1993-03-26,,Bochum,4–0,Nürnberg,,,4.0,0.0
1993-03-26,,Uerdingen,0–2,Werder Bremen,,,0.0,2.0
1993-03-27,,Köln,3–0,Wattenscheid,,,3.0,0.0
1993-03-27,,Schalke 04,1–0,Stuttgart,,,1.0,0.0
1993-03-27,,Kaiserslautern,1–1,Saarbrücken,,,1.0,1.0
1993-03-27,,Eint Frankfurt,1–3,M'Gladbach,,,1.0,3.0
1993-03-27,,Dresden,3–0,Dortmund,,,3.0,0.0
1993-03-27,,Karlsruher,1–1,Leverkusen,,,1.0,1.0
1993-03-28,,Hamburger SV,3–1,Bayern Munich,,,3.0,1.0
,,,,,,,,
1993-04-02,,Wattenscheid,2–0,Bayern Munich,,,2.0,0.0
1993-04-02,,M'Gladbach,5–1,Dresden,,,5.0,1.0
1993-04-02,,Saarbrücken,0–0,Eint Frankfurt,,,0.0,0.0
1993-04-03,,Nürnberg,1–4,Schalke 04,,,1.0,4.0
1993-04-03,,Karlsruher,1–0,Hamburger SV,,,1.0,0.0
1993-04-03,,Dortmund,4–1,Köln,,,4.0,1.0
1993-04-03,,Werder Bremen,1–0,Kaiserslautern,,,1.0,0.0
1993-04-03,,Leverkusen,3–1,Bochum,,,3.0,1.0
1993-04-03,,Stuttgart,1–2,Uerdingen,,,1.0,2.0
,,,,,,,,
1993-04-08,,Schalke 04,2–1,Leverkusen,,,2.0,1.0
1993-04-08,,Uerdingen,2–1,Nürnberg,,,2.0,1.0
1993-04-08,,Kaiserslautern,0–0,Stuttgart,,,0.0,0.0
1993-04-10,,Bochum,2–2,Karlsruher,,,2.0,2.0
1993-04-10,,Hamburger SV,1–1,Wattenscheid,,,1.0,1.0
1993-04-10,,Bayern Munich,2–0,Dortmund,,,2.0,0.0
1993-04-10,,Eint Frankfurt,3–0,Werder Bremen,,,3.0,0.0
1993-04-10,,Köln,1–2,M'Gladbach,,,1.0,2.0
1993-04-10,,Dresden,0–0,Saarbrücken,,,0.0,0.0
,,,,,,,,
1993-04-16,,Dortmund,6–0,Wattenscheid,,,6.0,0.0
1993-04-16,,Nürnberg,0–0,Kaiserslautern,,,0.0,0.0
1993-04-16,,Werder Bremen,3–0,Dresden,,,3.0,0.0
1993-04-16,,Bochum,1–2,Hamburger SV,,,1.0,2.0
1993-04-17,,M'Gladbach,2–2,Bayern Munich,,,2.0,2.0
1993-04-17,,Karlsruher,0–0,Schalke 04,,,0.0,0.0
1993-04-17,,Leverkusen,1–0,Uerdingen,,,1.0,0.0
1993-04-17,,Stuttgart,2–2,Eint Frankfurt,,,2.0,2.0
1993-04-17,,Saarbrücken,0–3,Köln,,,0.0,3.0
,,,,,,,,
1993-04-23,,Köln,0–0,Werder Bremen,,,0.0,0.0
1993-04-23,,Wattenscheid,3–1,M'Gladbach,,,3.0,1.0
1993-04-23,,Bayern Munich,6–0,Saarbrücken,,,6.0,0.0
1993-04-24,,Kaiserslautern,4–0,Leverkusen,,,4.0,0.0
1993-04-24,,Schalke 04,0–3,Bochum,,,0.0,3.0
1993-04-24,,Eint Frankfurt,0–0,Nürnberg,,,0.0,0.0
1993-04-24,,Uerdingen,1–1,Karlsruher,,,1.0,1.0
1993-04-24,,Hamburger SV,1–2,Dortmund,,,1.0,2.0
1993-04-24,,Dresden,0–0,Stuttgart,,,0.0,0.0
,,,,,,,,
1993-04-26,,Werder Bremen,4–1,Bayern Munich,,,4.0,1.0
1993-04-27,,M'Gladbach,0–3,Dortmund,,,0.0,3.0
1993-04-27,,Bochum,4–1,Uerdingen,,,4.0,1.0
1993-04-27,,Leverkusen,1–1,Eint Frankfurt,,,1.0,1.0
1993-04-27,,Karlsruher,1–1,Kaiserslautern,,,1.0,1.0
1993-04-27,,Stuttgart,2–0,Köln,,,2.0,0.0
1993-04-27,,Saarbrücken,0–1,Wattenscheid,,,0.0,1.0
1993-04-28,,Schalke 04,0–0,Hamburger SV,,,0.0,0.0
1993-04-28,,Nürnberg,0–0,Dresden,,,0.0,0.0
,,,,,,,,
1993-04-30,,Dortmund,3–0,Saarbrücken,,,3.0,0.0
1993-04-30,,Eint Frankfurt,4–1,Karlsruher,,,4.0,1.0
1993-04-30,,Bayern Munich,5–3,Stuttgart,,,5.0,3.0
1993-05-01,,Kaiserslautern,3–1,Bochum,,,3.0,1.0
1993-05-01,,Wattenscheid,2–2,Werder Bremen,,,2.0,2.0
1993-05-01,,Dresden,2–0,Leverkusen,,,2.0,0.0
1993-05-01,,Köln,2–0,Nürnberg,,,2.0,0.0
1993-05-01,,Uerdingen,4–2,Schalke 04,,,4.0,2.0
1993-05-01,,Hamburger SV,0–2,M'Gladbach,,,0.0,2.0
,,,,,,,,
1993-05-07,,Karlsruher,3–1,Dresden,,,3.0,1.0
1993-05-07,,Uerdingen,0–2,Hamburger SV,,,0.0,2.0
1993-05-07,,Schalke 04,4–0,Kaiserslautern,,,4.0,0.0
1993-05-08,,Leverkusen,3–0,Köln,,,3.0,0.0
1993-05-08,,Bochum,1–0,Eint Frankfurt,,,1.0,0.0
1993-05-08,,Stuttgart,4–1,Wattenscheid,,,4.0,1.0
1993-05-08,,Saarbrücken,0–4,M'Gladbach,,,0.0,4.0
1993-05-08,,Nürnberg,0–0,Bayern Munich,,,0.0,0.0
1993-05-09,,Werder Bremen,1–0,Dortmund,,,1.0,0.0
,,,,,,,,
1993-05-14,,Kaiserslautern,2–1,Uerdingen,,,2.0,1.0
1993-05-14,,Dortmund,0–4,Stuttgart,,,0.0,4.0
1993-05-14,,M'Gladbach,3–1,Werder Bremen,,,3.0,1.0
1993-05-15,,Hamburger SV,2–0,Saarbrücken,,,2.0,0.0
1993-05-15,,Bayern Munich,4–1,Leverkusen,,,4.0,1.0
1993-05-15,,Dresden,0–0,Bochum,,,0.0,0.0
1993-05-15,,Wattenscheid,4–1,Nürnberg,,,4.0,1.0
1993-05-15,,Eint Frankfurt,0–3,Schalke 04,,,0.0,3.0
1993-05-15,,Köln,2–0,Karlsruher,,,2.0,0.0
,,,,,,,,
1993-05-21,,Schalke 04,2–0,Dresden,,,2.0,0.0
1993-05-21,,Hamburger SV,2–2,Kaiserslautern,,,2.0,2.0
1993-05-21,,Saarbrücken,0–4,Werder Bremen,,,0.0,4.0
1993-05-22,,Leverkusen,3–1,Wattenscheid,,,3.0,1.0
1993-05-22,,Uerdingen,2–0,Eint Frankfurt,,,2.0,0.0
1993-05-22,,Nürnberg,1–2,Dortmund,,,1.0,2.0
1993-05-22,,Bochum,0–0,Köln,,,0.0,0.0
1993-05-22,,Stuttgart,3–2,M'Gladbach,,,3.0,2.0
1993-05-23,,Karlsruher,4–2,Bayern Munich,,,4.0,2.0
,,,,,,,,
1993-05-29,,Saarbrücken,1–4,Stuttgart,,,1.0,4.0
1993-05-29,,Dortmund,1–2,Leverkusen,,,1.0,2.0
1993-05-29,,Werder Bremen,5–0,Hamburger SV,,,5.0,0.0
1993-05-29,,Wattenscheid,0–2,Karlsruher,,,0.0,2.0
1993-05-29,,Bayern Munich,3–1,Bochum,,,3.0,1.0
1993-05-29,,M'Gladbach,2–1,Nürnberg,,,2.0,1.0
1993-05-29,,Köln,2–1,Schalke 04,,,2.0,1.0
1993-05-29,,Dresden,1–1,Uerdingen,,,1.0,1.0
1993-05-29,,Eint Frankfurt,3–0,Kaiserslautern,,,3.0,0.0
,,,,,,,,
1993-06-05,,Karlsruher,3–0,Dortmund,,,3.0,0.0
1993-06-05,,Bochum,3–1,Wattenscheid,,,3.0,1.0
1993-06-05,,Schalke 04,3–3,Bayern Munich,,,3.0,3.0
1993-06-05,,Leverkusen,4–0,M'Gladbach,,,4.0,0.0
1993-06-05,,Nürnberg,4–1,Saarbrücken,,,4.0,1.0
1993-06-05,,Kaiserslautern,2–0,Dresden,,,2.0,0.0
1993-06-05,,Stuttgart,0–3,Werder Bremen,,,0.0,3.0
1993-06-05,,Uerdingen,0–0,Köln,,,0.0,0.0
1993-06-05,,Hamburger SV,1–2,Eint Frankfurt,,,1.0,2.0
1993-08-06,,Hamburger SV,5–2,Nürnberg,,,5.0,2.0
1993-08-06,,M'Gladbach,0–4,Eint Frankfurt,,,0.0,4.0
1993-08-06,,Dortmund,2–1,Karlsruher,,,2.0,1.0
1993-08-07,,VfB Leipzig,3–3,Dresden,,,3.0,3.0
1993-08-07,,Köln,0–2,Kaiserslautern,,,0.0,2.0
1993-08-07,,Bayern Munich,3–1,Freiburg,,,3.0,1.0
1993-08-07,,MSV Duisburg,2–2,Leverkusen,,,2.0,2.0
1993-08-07,,Wattenscheid,3–0,Schalke 04,,,3.0,0.0
1993-08-08,,Werder Bremen,5–1,Stuttgart,,,5.0,1.0
,,,,,,,,
1993-08-13,,Nürnberg,1–0,Köln,,,1.0,0.0
1993-08-13,,Dresden,0–1,MSV Duisburg,,,0.0,1.0
1993-08-14,,Eint Frankfurt,2–2,Werder Bremen,,,2.0,2.0
1993-08-14,,Freiburg,4–1,Wattenscheid,,,4.0,1.0
1993-08-14,,Karlsruher,2–0,Hamburger SV,,,2.0,0.0
1993-08-14,,Leverkusen,2–1,Bayern Munich,,,2.0,1.0
1993-08-14,,Kaiserslautern,4–2,M'Gladbach,,,4.0,2.0
1993-08-15,,Schalke 04,1–0,Dortmund,,,1.0,0.0
,,,,,,,,
1993-08-17,,Werder Bremen,3–1,VfB Leipzig,,,3.0,1.0
1993-08-20,,Köln,2–1,Karlsruher,,,2.0,1.0
1993-08-20,,Wattenscheid,1–2,Leverkusen,,,1.0,2.0
1993-08-21,,Hamburger SV,4–1,Schalke 04,,,4.0,1.0
1993-08-21,,MSV Duisburg,2–2,Stuttgart,,,2.0,2.0
1993-08-21,,Dortmund,3–2,Freiburg,,,3.0,2.0
1993-08-21,,M'Gladbach,2–0,Nürnberg,,,2.0,0.0
1993-08-21,,Eint Frankfurt,1–0,Kaiserslautern,,,1.0,0.0
1993-08-22,,Bayern Munich,5–0,Dresden,,,5.0,0.0
,,,,,,,,
1993-08-27,,Karlsruher,1–0,M'Gladbach,,,1.0,0.0
1993-08-27,,VfB Leipzig,1–1,MSV Duisburg,,,1.0,1.0
1993-08-27,,Freiburg,0–1,Hamburger SV,,,0.0,1.0
1993-08-28,,Nürnberg,1–5,Eint Frankfurt,,,1.0,5.0
1993-08-28,,Schalke 04,1–2,Köln,,,1.0,2.0
1993-08-28,,Kaiserslautern,2–3,Werder Bremen,,,2.0,3.0
1993-08-28,,Leverkusen,2–1,Dortmund,,,2.0,1.0
1993-08-28,,Dresden,1–1,Wattenscheid,,,1.0,1.0
1993-08-29,,Stuttgart,2–2,Bayern Munich,,,2.0,2.0
,,,,,,,,
1993-08-31,,M'Gladbach,3–2,Schalke 04,,,3.0,2.0
1993-08-31,,Werder Bremen,1–5,MSV Duisburg,,,1.0,5.0
1993-08-31,,Eint Frankfurt,3–1,Karlsruher,,,3.0,1.0
1993-08-31,,Kaiserslautern,3–1,Nürnberg,,,3.0,1.0
1993-09-01,,Bayern Munich,3–0,VfB Leipzig,,,3.0,0.0
1993-09-01,,Dortmund,4–0,Dresden,,,4.0,0.0
1993-09-01,,Köln,2–0,Freiburg,,,2.0,0.0
1993-09-01,,Wattenscheid,2–4,Stuttgart,,,2.0,4.0
1993-09-01,,Hamburger SV,2–1,Leverkusen,,,2.0,1.0
,,,,,,,,
1993-09-03,,Nürnberg,0–1,Werder Bremen,,,0.0,1.0
1993-09-03,,Karlsruher,1–1,Kaiserslautern,,,1.0,1.0
1993-09-04,,Stuttgart,2–2,Dortmund,,,2.0,2.0
1993-09-04,,Leverkusen,2–1,Köln,,,2.0,1.0
1993-09-04,,Schalke 04,1–3,Eint Frankfurt,,,1.0,3.0
1993-09-04,,Freiburg,3–3,M'Gladbach,,,3.0,3.0
1993-09-04,,VfB Leipzig,0–0,Wattenscheid,,,0.0,0.0
1993-09-04,,MSV Duisburg,2–2,Bayern Munich,,,2.0,2.0
1993-09-05,,Dresden,1–1,Hamburger SV,,,1.0,1.0
,,,,,,,,
1993-09-07,,Nürnberg,1–1,Karlsruher,,,1.0,1.0
1993-09-07,,Dortmund,0–1,VfB Leipzig,,,0.0,1.0
1993-09-07,,M'Gladbach,2–2,Leverkusen,,,2.0,2.0
1993-09-08,,Wattenscheid,0–2,MSV Duisburg,,,0.0,2.0
1993-09-08,,Eint Frankfurt,3–0,Freiburg,,,3.0,0.0
1993-09-08,,Köln,0–1,Dresden,,,0.0,1.0
1993-09-08,,Kaiserslautern,0–0,Schalke 04,,,0.0,0.0
1993-09-08,,Hamburger SV,3–2,Stuttgart,,,3.0,2.0
1993-09-09,,Werder Bremen,1–0,Bayern Munich,,,1.0,0.0
,,,,,,,,
1993-09-11,,Stuttgart,0–0,VfB Leipzig,,,0.0,0.0
,,,,,,,,
1993-09-17,,Stuttgart,1–1,Köln,,,1.0,1.0
1993-09-17,,VfB Leipzig,1–4,Hamburger SV,,,1.0,4.0
1993-09-17,,Freiburg,2–3,Kaiserslautern,,,2.0,3.0
1993-09-18,,Leverkusen,2–2,Eint Frankfurt,,,2.0,2.0
1993-09-18,,Schalke 04,1–2,Nürnberg,,,1.0,2.0
1993-09-18,,Bayern Munich,3–3,Wattenscheid,,,3.0,3.0
1993-09-18,,Dresden,2–1,M'Gladbach,,,2.0,1.0
1993-09-18,,MSV Duisburg,2–2,Dortmund,,,2.0,2.0
1993-09-19,,Karlsruher,0–3,Werder Bremen,,,0.0,3.0
,,,,,,,,
1993-09-24,,Eint Frankfurt,3–2,Dresden,,,3.0,2.0
1993-09-24,,Hamburger SV,0–1,MSV Duisburg,,,0.0,1.0
1993-09-24,,Karlsruher,0–0,Schalke 04,,,0.0,0.0
1993-09-25,,Werder Bremen,0–0,Wattenscheid,,,0.0,0.0
1993-09-25,,Dortmund,1–1,Bayern Munich,,,1.0,1.0
1993-09-25,,Nürnberg,2–2,Freiburg,,,2.0,2.0
1993-09-25,,Köln,3–1,VfB Leipzig,,,3.0,1.0
1993-09-25,,Kaiserslautern,3–2,Leverkusen,,,3.0,2.0
1993-09-29,,M'Gladbach,0–2,Stuttgart,,,0.0,2.0
,,,,,,,,
1993-10-01,,MSV Duisburg,0–0,Köln,,,0.0,0.0
1993-10-01,,Dresden,3–1,Kaiserslautern,,,3.0,1.0
1993-10-02,,VfB Leipzig,1–1,M'Gladbach,,,1.0,1.0
1993-10-02,,Schalke 04,1–1,Werder Bremen,,,1.0,1.0
1993-10-02,,Leverkusen,4–0,Nürnberg,,,4.0,0.0
1993-10-02,,Stuttgart,0–2,Eint Frankfurt,,,0.0,2.0
1993-10-02,,Freiburg,3–3,Karlsruher,,,3.0,3.0
1993-10-02,,Bayern Munich,4–0,Hamburger SV,,,4.0,0.0
1993-10-03,,Wattenscheid,1–2,Dortmund,,,1.0,2.0
,,,,,,,,
1993-10-08,,Werder Bremen,4–0,Dortmund,,,4.0,0.0
1993-10-08,,Nürnberg,3–0,Dresden,,,3.0,0.0
1993-10-08,,Karlsruher,2–0,Leverkusen,,,2.0,0.0
1993-10-09,,Kaiserslautern,5–0,Stuttgart,,,5.0,0.0
